hcpcs_cd,year,description,status_code,is_active,work_rvu,non_facility_pe_rvu,facility_pe_rvu,malpractice_rvu,non_facility_total_rvu,facility_total_rvu,global_period,pc_tc_indicator,conversion_factor,non_facility_national_payment,facility_national_payment,source_table,derived_at
14061,2023,Tis trnfr e/n/e/l10.1-30sqcm,A,true,11.4800,16.8600,11.4300,1.3800,29.7200,24.2900,090,0,33.887200,0.0000,0.0000,cms_pfs_rvu_source,2025-12-17 19:41:38.789362
14301,2023,Tis trnfr any 30.1-60 sq cm,A,true,12.6500,17.8400,11.2300,1.9700,32.4600,25.8500,090,0,33.887200,0.0000,0.0000,cms_pfs_rvu_source,2025-12-17 19:41:38.789362
14302,2023,Tis trnfr addl 30 sq cm,A,true,3.7300,2.0100,2.0100,0.6600,6.4000,6.4000,ZZZ,0,33.887200,0.0000,0.0000,cms_pfs_rvu_source,2025-12-17 19:41:38.789362
14350,2023,Filleted finger/toe flap,A,true,11.0500,7.9400,7.9400,1.1100,20.1000,20.1000,090,0,33.887200,0.0000,0.0000,cms_pfs_rvu_source,2025-12-17 19:41:38.789362
15002,2023,Wound prep trk/arm/leg,A,true,3.6500,6.0500,2.2000,0.6500,10.3500,6.5000,000,0,33.887200,0.0000,0.0000,cms_pfs_rvu_source,2025-12-17 19:41:38.789362
15003,2023,Wound prep addl 100 cm,A,true,0.8000,1.1000,0.3600,0.1800,2.0800,1.3400,ZZZ,0,33.887200,0.0000,0.0000,cms_pfs_rvu_source,2025-12-17 19:41:38.789362
15004,2023,Wound prep f/n/hf/g,A,true,4.5800,6.5800,2.4900,0.6400,11.8000,7.7100,000,0,33.887200,0.0000,0.0000,cms_pfs_rvu_source,2025-12-17 19:41:38.789362
15005,2023,Wnd prep f/n/hf/g addl cm,A,true,1.6000,1.5600,0.7400,0.3100,3.4700,2.6500,ZZZ,0,33.887200,0.0000,0.0000,cms_pfs_rvu_source,2025-12-17 19:41:38.789362
15040,2023,Harvest cultured skin graft,A,true,2.0000,5.5400,1.3100,0.3700,7.9100,3.6800,000,0,33.887200,0.0000,0.0000,cms_pfs_rvu_source,2025-12-17 19:41:38.789362
15050,2023,Skin pinch graft,A,true,5.5700,11.2700,7.2700,0.9800,17.8200,13.8200,090,0,33.887200,0.0000,0.0000,cms_pfs_rvu_source,2025-12-17 19:41:38.789362
15100,2023,Skin splt grft trnk/arm/leg,A,true,9.9000,14.2700,9.5800,1.9000,26.0700,21.3800,090,0,33.887200,0.0000,0.0000,cms_pfs_rvu_source,2025-12-17 19:41:38.789362
15101,2023,Skin splt grft t/a/l add-on,A,true,1.7200,3.5100,1.2100,0.3600,5.5900,3.2900,ZZZ,0,33.887200,0.0000,0.0000,cms_pfs_rvu_source,2025-12-17 19:41:38.789362
15110,2023,Epidrm autogrft trnk/arm/leg,A,true,10.9700,11.9700,8.3000,2.0200,24.9600,21.2900,090,0,33.887200,0.0000,0.0000,cms_pfs_rvu_source,2025-12-17 19:41:38.789362
15111,2023,Epidrm autogrft t/a/l add-on,A,true,1.8500,1.1000,0.7700,0.4100,3.3600,3.0300,ZZZ,0,33.887200,0.0000,0.0000,cms_pfs_rvu_source,2025-12-17 19:41:38.789362
15115,2023,Epidrm a-grft face/nck/hf/g,A,true,11.2800,11.0200,7.5700,1.6900,23.9900,20.5400,090,0,33.887200,0.0000,0.0000,cms_pfs_rvu_source,2025-12-17 19:41:38.789362
15116,2023,Epidrm a-grft f/n/hf/g addl,A,true,2.5000,1.5600,1.0900,0.5500,4.6100,4.1400,ZZZ,0,33.887200,0.0000,0.0000,cms_pfs_rvu_source,2025-12-17 19:41:38.789362
15120,2023,Skn splt a-grft fac/nck/hf/g,A,true,10.1500,13.5500,8.7800,1.6300,25.3300,20.5600,090,0,33.887200,0.0000,0.0000,cms_pfs_rvu_source,2025-12-17 19:41:38.789362
15121,2023,Skn splt a-grft f/n/hf/g add,A,true,2.0000,3.8700,1.5700,0.4000,6.2700,3.9700,ZZZ,0,33.887200,0.0000,0.0000,cms_pfs_rvu_source,2025-12-17 19:41:38.789362
15130,2023,Derm autograft trnk/arm/leg,A,true,7.5300,12.8000,8.9700,1.3400,21.6700,17.8400,090,0,33.887200,0.0000,0.0000,cms_pfs_rvu_source,2025-12-17 19:41:38.789362
15131,2023,Derm autograft t/a/l add-on,A,true,1.5000,1.1300,0.8900,0.2700,2.9000,2.6600,ZZZ,0,33.887200,0.0000,0.0000,cms_pfs_rvu_source,2025-12-17 19:41:38.789362
15135,2023,Derm autograft face/nck/hf/g,A,true,11.0300,13.6600,9.9700,1.6600,26.3500,22.6600,090,0,33.887200,0.0000,0.0000,cms_pfs_rvu_source,2025-12-17 19:41:38.789362
15136,2023,Derm autograft f/n/hf/g add,A,true,1.5000,1.0900,0.8900,0.2700,2.8600,2.6600,ZZZ,0,33.887200,0.0000,0.0000,cms_pfs_rvu_source,2025-12-17 19:41:38.789362
15150,2023,Cult skin grft t/arm/leg,A,true,9.3900,9.4300,7.3800,2.3600,21.1800,19.1300,090,0,33.887200,0.0000,0.0000,cms_pfs_rvu_source,2025-12-17 19:41:38.789362
15151,2023,Cult skin grft t/a/l addl,A,true,2.0000,1.0200,0.7400,0.5100,3.5300,3.2500,ZZZ,0,33.887200,0.0000,0.0000,cms_pfs_rvu_source,2025-12-17 19:41:38.789362
15152,2023,Cult skin graft t/a/l +%,A,true,2.5000,1.4600,1.1800,0.5100,4.4700,4.1900,ZZZ,0,33.887200,0.0000,0.0000,cms_pfs_rvu_source,2025-12-17 19:41:38.789362
15155,2023,Cult skin graft f/n/hf/g,A,true,10.1400,11.8900,9.8200,1.8400,23.8700,21.8000,090,0,33.887200,0.0000,0.0000,cms_pfs_rvu_source,2025-12-17 19:41:38.789362
15156,2023,Cult skin grft f/n/hfg add,A,true,2.7500,1.3000,1.0100,0.6900,4.7400,4.4500,ZZZ,0,33.887200,0.0000,0.0000,cms_pfs_rvu_source,2025-12-17 19:41:38.789362
15157,2023,Cult epiderm grft f/n/hfg +%,A,true,3.0000,1.5300,1.1100,0.7500,5.2800,4.8600,ZZZ,0,33.887200,0.0000,0.0000,cms_pfs_rvu_source,2025-12-17 19:41:38.789362
15200,2023,Skin full graft trunk,A,true,9.1500,14.3600,9.2800,1.6100,25.1200,20.0400,090,0,33.887200,0.0000,0.0000,cms_pfs_rvu_source,2025-12-17 19:41:38.789362
15201,2023,Skin full graft trunk add-on,A,true,1.3200,2.6600,0.7000,0.2500,4.2300,2.2700,ZZZ,0,33.887200,0.0000,0.0000,cms_pfs_rvu_source,2025-12-17 19:41:38.789362
15220,2023,Skin full graft sclp/arm/leg,A,true,8.0900,13.8100,8.9200,1.1300,23.0300,18.1400,090,0,33.887200,0.0000,0.0000,cms_pfs_rvu_source,2025-12-17 19:41:38.789362
15221,2023,Skin full graft add-on,A,true,1.1900,2.5100,0.6500,0.2000,3.9000,2.0400,ZZZ,0,33.887200,0.0000,0.0000,cms_pfs_rvu_source,2025-12-17 19:41:38.789362
15240,2023,Skin full grft face/genit/hf,A,true,10.4100,15.9900,11.8600,1.3800,27.7800,23.6500,090,0,33.887200,0.0000,0.0000,cms_pfs_rvu_source,2025-12-17 19:41:38.789362
15241,2023,Skin full graft add-on,A,true,1.8600,3.0400,0.9700,0.2900,5.1900,3.1200,ZZZ,0,33.887200,0.0000,0.0000,cms_pfs_rvu_source,2025-12-17 19:41:38.789362
15260,2023,Skin full graft een & lips,A,true,11.6400,16.8600,12.1300,1.3400,29.8400,25.1100,090,0,33.887200,0.0000,0.0000,cms_pfs_rvu_source,2025-12-17 19:41:38.789362
15261,2023,Skin full graft add-on,A,true,2.2300,3.6200,1.4800,0.3100,6.1600,4.0200,ZZZ,0,33.887200,0.0000,0.0000,cms_pfs_rvu_source,2025-12-17 19:41:38.789362
15271,2023,Skin sub graft trnk/arm/leg,A,true,1.5000,2.8800,0.7500,0.2200,4.6000,2.4700,000,0,33.887200,0.0000,0.0000,cms_pfs_rvu_source,2025-12-17 19:41:38.789362
15272,2023,Skin sub graft t/a/l add-on,A,true,0.3300,0.3500,0.1200,0.0400,0.7200,0.4900,ZZZ,0,33.887200,0.0000,0.0000,cms_pfs_rvu_source,2025-12-17 19:41:38.789362
15273,2023,Skin sub grft t/arm/lg child,A,true,3.5000,5.1700,1.6500,0.6500,9.3200,5.8000,000,0,33.887200,0.0000,0.0000,cms_pfs_rvu_source,2025-12-17 19:41:38.789362
15274,2023,Skn sub grft t/a/l child add,A,true,0.8000,1.5000,0.3500,0.1800,2.4800,1.3300,ZZZ,0,33.887200,0.0000,0.0000,cms_pfs_rvu_source,2025-12-17 19:41:38.789362
15275,2023,Skin sub graft face/nk/hf/g,A,true,1.8300,2.7200,0.7300,0.1900,4.7400,2.7500,000,0,33.887200,0.0000,0.0000,cms_pfs_rvu_source,2025-12-17 19:41:38.789362
15276,2023,Skin sub graft f/n/hf/g addl,A,true,0.5000,0.4000,0.1700,0.0700,0.9700,0.7400,ZZZ,0,33.887200,0.0000,0.0000,cms_pfs_rvu_source,2025-12-17 19:41:38.789362
15277,2023,Skn sub grft f/n/hf/g child,A,true,4.0000,5.6200,1.9300,0.7200,10.3400,6.6500,000,0,33.887200,0.0000,0.0000,cms_pfs_rvu_source,2025-12-17 19:41:38.789362
15278,2023,Skn sub grft f/n/hf/g ch add,A,true,1.0000,1.6700,0.4600,0.1900,2.8600,1.6500,ZZZ,0,33.887200,0.0000,0.0000,cms_pfs_rvu_source,2025-12-17 19:41:38.789362
15570,2023,Skin pedicle flap trunk,A,true,10.2100,15.0800,9.6600,1.9600,27.2500,21.8300,090,0,33.887200,0.0000,0.0000,cms_pfs_rvu_source,2025-12-17 19:41:38.789362
15572,2023,Skin pedicle flap arms/legs,A,true,10.1200,14.5500,10.1300,1.7400,26.4100,21.9900,090,0,33.887200,0.0000,0.0000,cms_pfs_rvu_source,2025-12-17 19:41:38.789362
15574,2023,Pedcle fh/ch/ch/m/n/ax/g/h/f,A,true,10.7000,13.9700,9.6200,1.6000,26.2700,21.9200,090,0,33.887200,0.0000,0.0000,cms_pfs_rvu_source,2025-12-17 19:41:38.789362
15576,2023,Pedicle e/n/e/l/ntroral,A,true,9.3700,12.8900,8.8100,1.1200,23.3800,19.3000,090,0,33.887200,0.0000,0.0000,cms_pfs_rvu_source,2025-12-17 19:41:38.789362
15600,2023,Delay flap trunk,A,true,2.0100,7.8100,3.9700,0.3600,10.1800,6.3400,090,0,33.887200,0.0000,0.0000,cms_pfs_rvu_source,2025-12-17 19:41:38.789362
15610,2023,Delay flap arms/legs,A,true,2.5200,8.1300,4.3700,0.4300,11.0800,7.3200,090,0,33.887200,0.0000,0.0000,cms_pfs_rvu_source,2025-12-17 19:41:38.789362
15620,2023,Delay flap f/c/c/n/ax/g/h/f,A,true,3.7500,9.1200,5.4400,0.5800,13.4500,9.7700,090,0,33.887200,0.0000,0.0000,cms_pfs_rvu_source,2025-12-17 19:41:38.789362
15630,2023,Delay flap eye/nos/ear/lip,A,true,4.0800,9.2400,5.6300,0.5500,13.8700,10.2600,090,0,33.887200,0.0000,0.0000,cms_pfs_rvu_source,2025-12-17 19:41:38.789362
15650,2023,Transfer skin pedicle flap,A,true,4.7700,10.6400,6.4500,0.8500,16.2600,12.0700,090,0,33.887200,0.0000,0.0000,cms_pfs_rvu_source,2025-12-17 19:41:38.789362
15730,2023,Mdfc flap w/prsrv vasc pedcl,A,true,13.5000,27.7400,12.1900,1.5100,42.7500,27.2000,090,0,33.887200,0.0000,0.0000,cms_pfs_rvu_source,2025-12-17 19:41:38.789362
15731,2023,Forehead flap w/vasc pedicle,A,true,14.3800,17.1300,13.2600,2.1300,33.6400,29.7700,090,0,33.887200,0.0000,0.0000,cms_pfs_rvu_source,2025-12-17 19:41:38.789362
15733,2023,Musc myoq/fscq flp h&n pedcl,A,true,15.6800,12.5800,12.5800,2.4800,30.7400,30.7400,090,0,33.887200,0.0000,0.0000,cms_pfs_rvu_source,2025-12-17 19:41:38.789362
15734,2023,Muscle-skin graft trunk,A,true,23.0000,16.9300,16.9300,4.8500,44.7800,44.7800,090,0,33.887200,0.0000,0.0000,cms_pfs_rvu_source,2025-12-17 19:41:38.789362
15736,2023,Muscle-skin graft arm,A,true,17.0400,16.0300,16.0300,3.2400,36.3100,36.3100,090,0,33.887200,0.0000,0.0000,cms_pfs_rvu_source,2025-12-17 19:41:38.789362
15738,2023,Muscle-skin graft leg,A,true,19.0400,15.2500,15.2500,3.5800,37.8700,37.8700,090,0,33.887200,0.0000,0.0000,cms_pfs_rvu_source,2025-12-17 19:41:38.789362
15740,2023,Island pedicle flap graft,A,true,11.8000,16.7100,11.5200,1.7500,30.2600,25.0700,090,0,33.887200,0.0000,0.0000,cms_pfs_rvu_source,2025-12-17 19:41:38.789362
15750,2023,Neurovascular pedicle flap,A,true,12.9600,12.2700,12.2700,2.4000,27.6300,27.6300,090,0,33.887200,0.0000,0.0000,cms_pfs_rvu_source,2025-12-17 19:41:38.789362
15756,2023,Free myo/skin flap microvasc,A,true,36.9400,25.2700,25.2700,5.9600,68.1700,68.1700,090,0,33.887200,0.0000,0.0000,cms_pfs_rvu_source,2025-12-17 19:41:38.789362
15757,2023,Free skin flap microvasc,A,true,37.1500,24.8600,24.8600,5.7500,67.7600,67.7600,090,0,33.887200,0.0000,0.0000,cms_pfs_rvu_source,2025-12-17 19:41:38.789362
15758,2023,Free fascial flap microvasc,A,true,36.9000,24.9700,24.9700,5.6400,67.5100,67.5100,090,0,33.887200,0.0000,0.0000,cms_pfs_rvu_source,2025-12-17 19:41:38.789362
15760,2023,Composite skin graft,A,true,9.8600,14.1600,9.6700,1.3400,25.3600,20.8700,090,0,33.887200,0.0000,0.0000,cms_pfs_rvu_source,2025-12-17 19:41:38.789362
15769,2023,Grfg autol soft tiss dir exc,A,true,6.6800,6.4500,6.4500,1.2600,14.3900,14.3900,090,0,33.887200,0.0000,0.0000,cms_pfs_rvu_source,2025-12-17 19:41:38.789362
15770,2023,Derma-fat-fascia graft,A,true,8.9600,9.7800,9.7800,1.3600,20.1000,20.1000,090,0,33.887200,0.0000,0.0000,cms_pfs_rvu_source,2025-12-17 19:41:38.789362
15771,2023,Grfg autol fat lipo 50 cc/<,A,true,6.7300,10.2100,7.2100,1.2600,18.2000,15.2000,090,0,33.887200,0.0000,0.0000,cms_pfs_rvu_source,2025-12-17 19:41:38.789362
15772,2023,Grfg autol fat lipo ea addl,A,true,2.5000,2.7700,1.4600,0.4400,5.7100,4.4000,ZZZ,0,33.887200,0.0000,0.0000,cms_pfs_rvu_source,2025-12-17 19:41:38.789362
15773,2023,Grfg autol fat lipo 25 cc/<,A,true,6.8300,9.9100,7.0100,1.1400,17.8800,14.9800,090,0,33.887200,0.0000,0.0000,cms_pfs_rvu_source,2025-12-17 19:41:38.789362
15774,2023,Gfrg autol fat lipo ea addl,A,true,2.4100,2.7400,1.4300,0.4400,5.5900,4.2800,ZZZ,0,33.887200,0.0000,0.0000,cms_pfs_rvu_source,2025-12-17 19:41:38.789362
15775,2023,Hair trnspl 1-15 punch grfts,R,false,3.9500,6.6500,2.9200,0.7200,11.3200,7.5900,000,0,33.887200,0.0000,0.0000,cms_pfs_rvu_source,2025-12-17 19:41:38.789362
15776,2023,Hair trnspl >15 punch grafts,R,false,5.5300,8.7700,3.8600,0.9800,15.2800,10.3700,000,0,33.887200,0.0000,0.0000,cms_pfs_rvu_source,2025-12-17 19:41:38.789362
15777,2023,Acellular derm matrix implt,A,true,3.6500,2.0300,2.0300,0.6900,6.3700,6.3700,ZZZ,0,33.887200,0.0000,0.0000,cms_pfs_rvu_source,2025-12-17 19:41:38.789362
15778,2023,Impl absrb msh/prsth dly cls,A,true,7.0500,2.8300,2.8300,1.5600,11.4400,11.4400,000,0,33.887200,0.0000,0.0000,cms_pfs_rvu_source,2025-12-17 19:41:38.789362
15780,2023,Dermabrasion total face,A,true,8.7300,15.7000,10.0800,0.9000,25.3300,19.7100,090,0,33.887200,0.0000,0.0000,cms_pfs_rvu_source,2025-12-17 19:41:38.789362
15781,2023,Dermabrasion segmental face,A,true,5.0200,10.3800,7.0100,0.7900,16.1900,12.8200,090,0,33.887200,0.0000,0.0000,cms_pfs_rvu_source,2025-12-17 19:41:38.789362
15782,2023,Dermabrasion other than face,A,true,4.4400,9.6500,6.1000,0.4400,14.5300,10.9800,090,0,33.887200,0.0000,0.0000,cms_pfs_rvu_source,2025-12-17 19:41:38.789362
15783,2023,Dermabrasion suprfl any site,A,true,4.4100,8.6000,5.6900,0.4400,13.4500,10.5400,090,0,33.887200,0.0000,0.0000,cms_pfs_rvu_source,2025-12-17 19:41:38.789362
15786,2023,Abrasion lesion single,A,true,2.0800,4.6000,1.7000,0.2200,6.9000,4.0000,010,0,33.887200,0.0000,0.0000,cms_pfs_rvu_source,2025-12-17 19:41:38.789362
15787,2023,Abrasion lesions add-on,A,true,0.3300,0.5500,0.1400,0.0200,0.9000,0.4900,ZZZ,0,33.887200,0.0000,0.0000,cms_pfs_rvu_source,2025-12-17 19:41:38.789362
15788,2023,Chemical peel face epiderm,R,false,2.0900,9.3600,4.0900,0.2500,11.7000,6.4300,090,0,33.887200,0.0000,0.0000,cms_pfs_rvu_source,2025-12-17 19:41:38.789362
15789,2023,Chemical peel face dermal,R,false,4.9100,10.4300,6.7000,0.5800,15.9200,12.1900,090,0,33.887200,0.0000,0.0000,cms_pfs_rvu_source,2025-12-17 19:41:38.789362
15792,2023,Chemical peel nonfacial,R,false,1.8600,7.9500,4.1600,0.2200,10.0300,6.2400,090,0,33.887200,0.0000,0.0000,cms_pfs_rvu_source,2025-12-17 19:41:38.789362
15793,2023,Chemical peel nonfacial,A,true,3.9600,9.7100,6.1200,0.4900,14.1600,10.5700,090,0,33.887200,0.0000,0.0000,cms_pfs_rvu_source,2025-12-17 19:41:38.789362
15819,2023,Plastic surgery neck,A,true,10.6500,11.3600,11.3600,1.9300,23.9400,23.9400,090,0,33.887200,0.0000,0.0000,cms_pfs_rvu_source,2025-12-17 19:41:38.789362
15820,2023,Revision of lower eyelid,A,true,6.2700,10.5000,8.5500,0.4700,17.2400,15.2900,090,0,33.887200,0.0000,0.0000,cms_pfs_rvu_source,2025-12-17 19:41:38.789362
15821,2023,Revision of lower eyelid,A,true,6.8400,10.9900,8.8400,0.6600,18.4900,16.3400,090,0,33.887200,0.0000,0.0000,cms_pfs_rvu_source,2025-12-17 19:41:38.789362
15822,2023,Revision of upper eyelid,A,true,4.6200,8.6900,6.7600,0.5100,13.8200,11.8900,090,0,33.887200,0.0000,0.0000,cms_pfs_rvu_source,2025-12-17 19:41:38.789362
15823,2023,Revision of upper eyelid,A,true,6.8100,11.1300,8.9700,0.5800,18.5200,16.3600,090,0,33.887200,0.0000,0.0000,cms_pfs_rvu_source,2025-12-17 19:41:38.789362
15824,2023,Removal of forehead wrinkles,R,false,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,000,0,33.887200,0.0000,0.0000,cms_pfs_rvu_source,2025-12-17 19:41:38.789362
15825,2023,Removal of neck wrinkles,R,false,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,000,0,33.887200,0.0000,0.0000,cms_pfs_rvu_source,2025-12-17 19:41:38.789362
15826,2023,Removal of brow wrinkles,R,false,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,000,0,33.887200,0.0000,0.0000,cms_pfs_rvu_source,2025-12-17 19:41:38.789362
15828,2023,Removal of face wrinkles,R,false,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,000,0,33.887200,0.0000,0.0000,cms_pfs_rvu_source,2025-12-17 19:41:38.789362
15829,2023,Removal of skin wrinkles,R,false,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,000,0,33.887200,0.0000,0.0000,cms_pfs_rvu_source,2025-12-17 19:41:38.789362
15830,2023,Exc skin abd,R,false,17.1100,14.6100,14.6100,3.3100,35.0300,35.0300,090,0,33.887200,0.0000,0.0000,cms_pfs_rvu_source,2025-12-17 19:41:38.789362
15832,2023,Excise excessive skin thigh,A,true,12.8500,12.3300,12.3300,2.4200,27.6000,27.6000,090,0,33.887200,0.0000,0.0000,cms_pfs_rvu_source,2025-12-17 19:41:38.789362
15833,2023,Excise excessive skin leg,A,true,11.9000,12.2200,12.2200,2.1400,26.2600,26.2600,090,0,33.887200,0.0000,0.0000,cms_pfs_rvu_source,2025-12-17 19:41:38.789362
15834,2023,Excise excessive skin hip,A,true,12.1700,12.3700,12.3700,2.1900,26.7300,26.7300,090,0,33.887200,0.0000,0.0000,cms_pfs_rvu_source,2025-12-17 19:41:38.789362
15835,2023,Excise excessive skin buttck,A,true,12.9900,12.5200,12.5200,2.3500,27.8600,27.8600,090,0,33.887200,0.0000,0.0000,cms_pfs_rvu_source,2025-12-17 19:41:38.789362
15836,2023,Excise excessive skin arm,A,true,10.6100,11.3400,11.3400,1.9200,23.8700,23.8700,090,0,33.887200,0.0000,0.0000,cms_pfs_rvu_source,2025-12-17 19:41:38.789362
15837,2023,Excise excess skin arm/hand,A,true,9.5500,14.7600,10.1900,1.7200,26.0300,21.4600,090,0,33.887200,0.0000,0.0000,cms_pfs_rvu_source,2025-12-17 19:41:38.789362
15838,2023,Excise excess skin fat pad,A,true,8.2500,9.7200,9.7200,1.5000,19.4700,19.4700,090,0,33.887200,0.0000,0.0000,cms_pfs_rvu_source,2025-12-17 19:41:38.789362
15839,2023,Excise excess skin & tissue,A,true,10.5000,14.3500,9.7300,1.9200,26.7700,22.1500,090,0,33.887200,0.0000,0.0000,cms_pfs_rvu_source,2025-12-17 19:41:38.789362
15840,2023,Nerve palsy fascial graft,A,true,14.9900,13.0000,13.0000,2.2900,30.2800,30.2800,090,0,33.887200,0.0000,0.0000,cms_pfs_rvu_source,2025-12-17 19:41:38.789362
15841,2023,Nerve palsy muscle graft,A,true,25.9900,22.4600,22.4600,4.6700,53.1200,53.1200,090,0,33.887200,0.0000,0.0000,cms_pfs_rvu_source,2025-12-17 19:41:38.789362
15842,2023,Nerve palsy microsurg graft,A,true,41.0100,32.0400,32.0400,7.3900,80.4400,80.4400,090,0,33.887200,0.0000,0.0000,cms_pfs_rvu_source,2025-12-17 19:41:38.789362
15845,2023,Skin and muscle repair face,A,true,14.3200,14.8600,14.8600,2.5600,31.7400,31.7400,090,0,33.887200,0.0000,0.0000,cms_pfs_rvu_source,2025-12-17 19:41:38.789362
15851,2023,Removal sutr/staple req anes,A,true,1.1000,0.4700,0.7100,0.1200,1.6900,1.9300,000,0,33.887200,0.0000,0.0000,cms_pfs_rvu_source,2025-12-17 19:41:38.789362
15852,2023,Dressing change not for burn,A,true,0.8600,0.3400,0.3400,0.1700,1.3700,1.3700,000,0,33.887200,0.0000,0.0000,cms_pfs_rvu_source,2025-12-17 19:41:38.789362
15853,2023,Removal sutr/stapl xreq anes,A,true,0.0000,0.3300,0.3300,0.0100,0.3400,0.3400,ZZZ,5,33.887200,0.0000,0.0000,cms_pfs_rvu_source,2025-12-17 19:41:38.789362
15854,2023,Removal sutr&stapl xreq anes,A,true,0.0000,0.4600,0.4600,0.0200,0.4800,0.4800,ZZZ,5,33.887200,0.0000,0.0000,cms_pfs_rvu_source,2025-12-17 19:41:38.789362
15860,2023,Test for blood flow in graft,A,true,1.9500,0.8500,0.8500,0.3600,3.1600,3.1600,000,0,33.887200,0.0000,0.0000,cms_pfs_rvu_source,2025-12-17 19:41:38.789362
15876,2023,Suction lipectomy head&neck,R,false,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,000,0,33.887200,0.0000,0.0000,cms_pfs_rvu_source,2025-12-17 19:41:38.789362
15877,2023,Suction lipectomy trunk,R,false,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,000,0,33.887200,0.0000,0.0000,cms_pfs_rvu_source,2025-12-17 19:41:38.789362
15878,2023,Suction lipectomy upr extrem,R,false,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,000,0,33.887200,0.0000,0.0000,cms_pfs_rvu_source,2025-12-17 19:41:38.789362
15879,2023,Suction lipectomy lwr extrem,R,false,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,000,0,33.887200,0.0000,0.0000,cms_pfs_rvu_source,2025-12-17 19:41:38.789362
15920,2023,Removal of tail bone ulcer,A,true,8.2900,9.1400,9.1400,1.8100,19.2400,19.2400,090,0,33.887200,0.0000,0.0000,cms_pfs_rvu_source,2025-12-17 19:41:38.789362
15922,2023,Removal of tail bone ulcer,A,true,10.3800,11.6600,11.6600,1.8800,23.9200,23.9200,090,0,33.887200,0.0000,0.0000,cms_pfs_rvu_source,2025-12-17 19:41:38.789362
15931,2023,Remove sacrum pressure sore,A,true,10.0700,8.7400,8.7400,2.3500,21.1600,21.1600,090,0,33.887200,0.0000,0.0000,cms_pfs_rvu_source,2025-12-17 19:41:38.789362
15933,2023,Remove sacrum pressure sore,A,true,11.7700,11.7400,11.7400,2.6200,26.1300,26.1300,090,0,33.887200,0.0000,0.0000,cms_pfs_rvu_source,2025-12-17 19:41:38.789362
15934,2023,Remove sacrum pressure sore,A,true,13.6800,11.9100,11.9100,2.8300,28.4200,28.4200,090,0,33.887200,0.0000,0.0000,cms_pfs_rvu_source,2025-12-17 19:41:38.789362
15935,2023,Remove sacrum pressure sore,A,true,15.7800,15.9900,15.9900,2.8400,34.6100,34.6100,090,0,33.887200,0.0000,0.0000,cms_pfs_rvu_source,2025-12-17 19:41:38.789362
15936,2023,Remove sacrum pressure sore,A,true,13.1600,11.1000,11.1000,2.7500,27.0100,27.0100,090,0,33.887200,0.0000,0.0000,cms_pfs_rvu_source,2025-12-17 19:41:38.789362
15937,2023,Remove sacrum pressure sore,A,true,15.1400,13.1600,13.1600,2.9600,31.2600,31.2600,090,0,33.887200,0.0000,0.0000,cms_pfs_rvu_source,2025-12-17 19:41:38.789362
15940,2023,Remove hip pressure sore,A,true,10.2000,8.9000,8.9000,2.1600,21.2600,21.2600,090,0,33.887200,0.0000,0.0000,cms_pfs_rvu_source,2025-12-17 19:41:38.789362
15941,2023,Remove hip pressure sore,A,true,12.4100,13.2100,13.2100,2.4700,28.0900,28.0900,090,0,33.887200,0.0000,0.0000,cms_pfs_rvu_source,2025-12-17 19:41:38.789362
15944,2023,Remove hip pressure sore,A,true,12.4400,13.3300,13.3300,2.2500,28.0200,28.0200,090,0,33.887200,0.0000,0.0000,cms_pfs_rvu_source,2025-12-17 19:41:38.789362
15945,2023,Remove hip pressure sore,A,true,13.7500,14.3300,14.3300,2.4800,30.5600,30.5600,090,0,33.887200,0.0000,0.0000,cms_pfs_rvu_source,2025-12-17 19:41:38.789362
15946,2023,Remove hip pressure sore,A,true,24.1200,19.5700,19.5700,4.6700,48.3600,48.3600,090,0,33.887200,0.0000,0.0000,cms_pfs_rvu_source,2025-12-17 19:41:38.789362
15950,2023,Remove thigh pressure sore,A,true,8.0300,9.6300,9.6300,1.4500,19.1100,19.1100,090,0,33.887200,0.0000,0.0000,cms_pfs_rvu_source,2025-12-17 19:41:38.789362
15951,2023,Remove thigh pressure sore,A,true,11.5800,13.3000,13.3000,2.0800,26.9600,26.9600,090,0,33.887200,0.0000,0.0000,cms_pfs_rvu_source,2025-12-17 19:41:38.789362
15952,2023,Remove thigh pressure sore,A,true,12.3100,12.9300,12.9300,2.2300,27.4700,27.4700,090,0,33.887200,0.0000,0.0000,cms_pfs_rvu_source,2025-12-17 19:41:38.789362
15953,2023,Remove thigh pressure sore,A,true,13.5700,14.2300,14.2300,2.4500,30.2500,30.2500,090,0,33.887200,0.0000,0.0000,cms_pfs_rvu_source,2025-12-17 19:41:38.789362
15956,2023,Remove thigh pressure sore,A,true,16.7900,14.7900,14.7900,3.2500,34.8300,34.8300,090,0,33.887200,0.0000,0.0000,cms_pfs_rvu_source,2025-12-17 19:41:38.789362
